year_mobility,region_origin,destination,latitude,longitude,n_mobile
2008,Latin America & Caribbean,SA,25,45,1
2008,Latin America & Caribbean,TT,11,-61,1
2008,Latin America & Caribbean,UY,-33,-56,4
2009,Latin America & Caribbean,CR,10,-84,4
2009,Latin America & Caribbean,DE,51.5,10.5,200
2009,Latin America & Caribbean,EC,-1.25,-78.25,5
2009,Latin America & Caribbean,IL,31.5,34.75,5
1990,Latin America & Caribbean,AR,-34,-64,3
1990,Latin America & Caribbean,DK,56,10,1
1991,Latin America & Caribbean,AR,-34,-64,3
1991,Latin America & Caribbean,AT,47.33333,13.33333,3
1991,Latin America & Caribbean,PA,9,-80,1
1992,Latin America & Caribbean,AT,47.33333,13.33333,3
1992,Latin America & Caribbean,AU,-25,135,3
1992,Latin America & Caribbean,CL,-30,-71,5
1992,Latin America & Caribbean,IT,42.83333,12.83333,23
1992,Latin America & Caribbean,JM,18.16667,-77.25,1
1992,Latin America & Caribbean,RU,60,100,1
1992,Latin America & Caribbean,US,39.76,-98.5,234
1993,Latin America & Caribbean,AU,-25,135,5
1993,Latin America & Caribbean,CA,60.10867,-113.64258,43
1993,Latin America & Caribbean,DK,56,10,3
1993,Latin America & Caribbean,ES,40,-4,25
1993,Latin America & Caribbean,JP,35.68536,139.75309,11
1994,Latin America & Caribbean,SE,62,15,14
1994,Latin America & Caribbean,VE,8,-66,2
1995,Latin America & Caribbean,CO,4,-73.25,19
1995,Latin America & Caribbean,SE,62,15,6
1996,Latin America & Caribbean,BE,50.75,4.5,12
1996,Latin America & Caribbean,CO,4,-73.25,3
1996,Latin America & Caribbean,VE,8,-66,3
1997,Latin America & Caribbean,HU,47,20,1
1997,Latin America & Caribbean,KR,36.5,127.75,1
1997,Latin America & Caribbean,NL,52.25,5.75,6
1998,Latin America & Caribbean,BE,50.75,4.5,10
1998,Latin America & Caribbean,CH,47.00016,8.01427,8
1998,Latin America & Caribbean,CN,35,105,2
1998,Latin America & Caribbean,TT,11,-61,1
1999,Latin America & Caribbean,BE,50.75,4.5,13
1999,Latin America & Caribbean,BR,-10,-55,26
1999,Latin America & Caribbean,CR,10,-84,2
1999,Latin America & Caribbean,DE,51.5,10.5,38
1999,Latin America & Caribbean,IL,31.5,34.75,5
1999,Latin America & Caribbean,KR,36.5,127.75,1
1999,Latin America & Caribbean,TW,24,121,2
1999,Latin America & Caribbean,UY,-33,-56,7
1999,Latin America & Caribbean,ZW,-19,29.75,1
2000,Latin America & Caribbean,BO,-17,-65,1
2000,Latin America & Caribbean,BR,-10,-55,29
2000,Latin America & Caribbean,CR,10,-84,2
2000,Latin America & Caribbean,DE,51.5,10.5,63
2000,Latin America & Caribbean,KR,36.5,127.75,1
2000,Latin America & Caribbean,RO,46,25,3
2001,Latin America & Caribbean,CR,10,-84,3
2001,Latin America & Caribbean,DE,51.5,10.5,68
2001,Latin America & Caribbean,EC,-1.25,-78.25,1
2001,Latin America & Caribbean,UA,49,32,2
2001,Latin America & Caribbean,UY,-33,-56,12
2002,Latin America & Caribbean,BO,-17,-65,1
2002,Latin America & Caribbean,CU,22,-79.5,4
2002,Latin America & Caribbean,HR,45.16667,15.5,1
2002,Latin America & Caribbean,IL,31.5,34.75,11
2002,Latin America & Caribbean,NO,62,10,5
2002,Latin America & Caribbean,UA,49,32,5
2002,Latin America & Caribbean,UY,-33,-56,5
2003,Latin America & Caribbean,EC,-1.25,-78.25,1
2003,Latin America & Caribbean,SI,46.08333,15,1
2003,Latin America & Caribbean,TR,39,35,1
2004,Latin America & Caribbean,BO,-17,-65,1
2004,Latin America & Caribbean,GB,54.75844,-2.69531,126
2004,Latin America & Caribbean,NO,62,10,3
2004,Latin America & Caribbean,PE,-10,-75.25,5
2004,Latin America & Caribbean,PL,52,20,5
2004,Latin America & Caribbean,SI,46.08333,15,4
2004,Latin America & Caribbean,SK,48.66667,19.5,1
2005,Latin America & Caribbean,BG,42.66667,25.25,2
2005,Latin America & Caribbean,GB,54.75844,-2.69531,148
2005,Latin America & Caribbean,IN,22,79,7
2005,Latin America & Caribbean,PE,-10,-75.25,3
2006,Latin America & Caribbean,FR,46,2,141
2006,Latin America & Caribbean,GB,54.75844,-2.69531,132
2006,Latin America & Caribbean,IN,22,79,16
2006,Latin America & Caribbean,PE,-10,-75.25,18
2006,Latin America & Caribbean,PK,30,70,18
2006,Latin America & Caribbean,VN,16.16667,107.83333,1
2007,Latin America & Caribbean,AT,47.33333,13.33333,14
2007,Latin America & Caribbean,CA,60.10867,-113.64258,127
2007,Latin America & Caribbean,DK,56,10,12
2007,Latin America & Caribbean,ES,40,-4,252
2007,Latin America & Caribbean,JM,18.16667,-77.25,1
2007,Latin America & Caribbean,NG,10,8,2
2007,Latin America & Caribbean,PA,9,-80,2
2007,Latin America & Caribbean,RS,44.81892,20.45998,3
2007,Latin America & Caribbean,RU,60,100,6
2007,Latin America & Caribbean,SG,1.36667,103.8,6
2008,Latin America & Caribbean,CA,60.10867,-113.64258,140
2008,Latin America & Caribbean,EG,27,30,1
2008,Latin America & Caribbean,ES,40,-4,238
2008,Latin America & Caribbean,FR,46,2,180
2008,Latin America & Caribbean,HT,19.07582,-72.29616,1
2008,Latin America & Caribbean,JM,18.16667,-77.25,1
2008,Latin America & Caribbean,PA,9,-80,6
2008,Latin America & Caribbean,US,39.76,-98.5,925
2009,Latin America & Caribbean,BB,13.16453,-59.55165,1
2009,Latin America & Caribbean,BR,-10,-55,55
2009,Latin America & Caribbean,CH,47.00016,8.01427,30
2009,Latin America & Caribbean,EE,59,26,1
2009,Latin America & Caribbean,KE,1,38,2
2009,Latin America & Caribbean,NZ,-42,174,7
2009,Latin America & Caribbean,OM,21,57,1
2009,Latin America & Caribbean,TR,39,35,6
2009,Latin America & Caribbean,UY,-33,-56,6
2010,Latin America & Caribbean,BB,13.16453,-59.55165,1
2010,Latin America & Caribbean,FI,64,26,10
2010,Latin America & Caribbean,KE,1,38,1
2010,Latin America & Caribbean,RO,46,25,3
2010,Latin America & Caribbean,TR,39,35,1
2010,Latin America & Caribbean,TW,24,121,1
2011,Latin America & Caribbean,EC,-1.25,-78.25,2
2011,Latin America & Caribbean,IS,65,-18,1
2012,Latin America & Caribbean,BJ,9.5,2.25,2
2012,Latin America & Caribbean,IN,22,79,8
2013,Latin America & Caribbean,BS,25.04082,-77.37122,1
2013,Latin America & Caribbean,GT,15.5,-90.25,2
2013,Latin America & Caribbean,HR,45.16667,15.5,1
2013,Latin America & Caribbean,NO,62,10,13
2013,Latin America & Caribbean,NZ,-42,174,7
2013,Latin America & Caribbean,PT,39.6945,-8.13057,86
2014,Latin America & Caribbean,BY,53,28,1
2014,Latin America & Caribbean,GB,54.75844,-2.69531,296
2014,Latin America & Caribbean,KZ,48,68,1
2014,Latin America & Caribbean,MZ,-18.25,35,2
2014,Latin America & Caribbean,RU,60,100,15
2014,Latin America & Caribbean,SG,1.36667,103.8,3
2014,Latin America & Caribbean,SV,13.83333,-88.91667,3
2015,Latin America & Caribbean,AE,23.75,54.5,1
2015,Latin America & Caribbean,AT,47.33333,13.33333,15
2015,Latin America & Caribbean,BS,25.04082,-77.37122,1
2015,Latin America & Caribbean,DK,56,10,50
2015,Latin America & Caribbean,GT,15.5,-90.25,4
2015,Latin America & Caribbean,IN,22,79,15
2015,Latin America & Caribbean,JM,18.16667,-77.25,1
2015,Latin America & Caribbean,SG,1.36667,103.8,6
2015,Latin America & Caribbean,SV,13.83333,-88.91667,1
2016,Latin America & Caribbean,AT,47.33333,13.33333,31
2016,Latin America & Caribbean,GB,54.75844,-2.69531,369
2016,Latin America & Caribbean,GR,39,22,2
2016,Latin America & Caribbean,PA,9,-80,2
2016,Latin America & Caribbean,PH,13.40882,122.56155,5
2016,Latin America & Caribbean,RU,60,100,9
2016,Latin America & Caribbean,SG,1.36667,103.8,7
2016,Latin America & Caribbean,SV,13.83333,-88.91667,4
2017,Latin America & Caribbean,ES,40,-4,400
2017,Latin America & Caribbean,FJ,-18,178,2
2017,Latin America & Caribbean,LU,49.75,6.16667,1
2017,Latin America & Caribbean,NE,18,9,1
2017,Latin America & Caribbean,PA,9,-80,3
2017,Latin America & Caribbean,PH,13.40882,122.56155,2
2017,Latin America & Caribbean,PK,30,70,10
2017,Latin America & Caribbean,RU,60,100,9
2018,Latin America & Caribbean,AE,23.75,54.5,3
2018,Latin America & Caribbean,CL,-30,-71,96
2018,Latin America & Caribbean,HN,15,-86.5,5
2018,Latin America & Caribbean,IT,42.83333,12.83333,117
2018,Latin America & Caribbean,LU,49.75,6.16667,1
2018,Latin America & Caribbean,NG,10,8,3
2018,Latin America & Caribbean,PH,13.40882,122.56155,1
2018,Latin America & Caribbean,UG,1.25,32.5,1
2019,Latin America & Caribbean,CL,-30,-71,146
2019,Latin America & Caribbean,CN,35,105,53
2019,Latin America & Caribbean,CO,4,-73.25,147
2019,Latin America & Caribbean,CZ,49.75,15,29
2019,Latin America & Caribbean,GR,39,22,1
2019,Latin America & Caribbean,LU,49.75,6.16667,6
2019,Latin America & Caribbean,MY,2.5,112.5,1
2019,Latin America & Caribbean,PY,-23.33333,-58,5
2019,Latin America & Caribbean,ZA,-29,24,16
2020,Latin America & Caribbean,BE,50.75,4.5,121
2020,Latin America & Caribbean,CZ,49.75,15,32
2020,Latin America & Caribbean,JP,35.68536,139.75309,57
2020,Latin America & Caribbean,SE,62,15,73
2020,Latin America & Caribbean,ST,1,7,1
2020,Latin America & Caribbean,VE,8,-66,17
2021,Latin America & Caribbean,CD,-2.5,23.5,1
2021,Latin America & Caribbean,CN,35,105,47
2021,Latin America & Caribbean,CZ,49.75,15,43
2021,Latin America & Caribbean,DZ,28,3,1
2021,Latin America & Caribbean,GY,5,-59,1
2021,Latin America & Caribbean,ID,-5,120,8
2021,Latin America & Caribbean,KW,29.5,47.75,1
2021,Latin America & Caribbean,SE,62,15,80
2023,Latin America & Caribbean,BB,13.16453,-59.55165,1
2023,Latin America & Caribbean,BO,-17,-65,8
2023,Latin America & Caribbean,CO,4,-73.25,120
2023,Latin America & Caribbean,HN,15,-86.5,4
2023,Latin America & Caribbean,HR,45.16667,15.5,1
2023,Latin America & Caribbean,IS,65,-18,3
2023,Latin America & Caribbean,NI,13,-85,2
2023,Latin America & Caribbean,NP,28,84,1
2023,Latin America & Caribbean,SI,46.08333,15,2
2023,Latin America & Caribbean,TH,15.5,101,2
2023,Latin America & Caribbean,TR,39,35,5
2010,Latin America & Caribbean,BY,53,28,1
2010,Latin America & Caribbean,CN,35,105,4
2010,Latin America & Caribbean,FR,46,2,227
2010,Latin America & Caribbean,PT,39.6945,-8.13057,85
2010,Latin America & Caribbean,SV,13.83333,-88.91667,1
2011,Latin America & Caribbean,AT,47.33333,13.33333,13
2011,Latin America & Caribbean,AU,-25,135,71
2011,Latin America & Caribbean,BE,50.75,4.5,55
2011,Latin America & Caribbean,MX,23,-102,25
2011,Latin America & Caribbean,SG,1.36667,103.8,1
2011,Latin America & Caribbean,TW,24,121,1
2011,Latin America & Caribbean,VN,16.16667,107.83333,1
2012,Latin America & Caribbean,CH,47.00016,8.01427,37
2012,Latin America & Caribbean,ES,40,-4,325
2012,Latin America & Caribbean,GR,39,22,2
2012,Latin America & Caribbean,IT,42.83333,12.83333,75
2012,Latin America & Caribbean,KR,36.5,127.75,5
2012,Latin America & Caribbean,PA,9,-80,8
2012,Latin America & Caribbean,TT,11,-61,2
2013,Latin America & Caribbean,AT,47.33333,13.33333,20
2013,Latin America & Caribbean,EC,-1.25,-78.25,7
2013,Latin America & Caribbean,JM,18.16667,-77.25,4
2013,Latin America & Caribbean,LU,49.75,6.16667,1
2013,Latin America & Caribbean,PH,13.40882,122.56155,4
2013,Latin America & Caribbean,SD,16,30,1
2013,Latin America & Caribbean,SG,1.36667,103.8,8
2013,Latin America & Caribbean,UA,49,32,2
2013,Latin America & Caribbean,UY,-33,-56,21
2013,Latin America & Caribbean,VE,8,-66,6
2014,Latin America & Caribbean,AE,23.75,54.5,2
2014,Latin America & Caribbean,AR,-34,-64,53
2014,Latin America & Caribbean,CA,60.10867,-113.64258,215
2014,Latin America & Caribbean,CR,10,-84,14
2014,Latin America & Caribbean,ES,40,-4,324
2014,Latin America & Caribbean,GR,39,22,7
2014,Latin America & Caribbean,IT,42.83333,12.83333,103
2014,Latin America & Caribbean,NI,13,-85,1
2014,Latin America & Caribbean,PY,-23.33333,-58,3
2014,Latin America & Caribbean,TH,15.5,101,6
2015,Latin America & Caribbean,CU,22,-79.5,2
2015,Latin America & Caribbean,DO,19,-70.66667,1
2015,Latin America & Caribbean,LT,55.41667,24,2
2015,Latin America & Caribbean,LU,49.75,6.16667,3
2015,Latin America & Caribbean,NG,10,8,1
2016,Latin America & Caribbean,BB,13.16453,-59.55165,1
2016,Latin America & Caribbean,CO,4,-73.25,100
2016,Latin America & Caribbean,FI,64,26,21
2016,Latin America & Caribbean,ID,-5,120,2
2016,Latin America & Caribbean,IE,53,-8,19
2017,Latin America & Caribbean,BG,42.66667,25.25,3
2017,Latin America & Caribbean,CU,22,-79.5,8
2017,Latin America & Caribbean,DO,19,-70.66667,3
2017,Latin America & Caribbean,GB,54.75844,-2.69531,357
2017,Latin America & Caribbean,MN,46,105,5
2017,Latin America & Caribbean,NL,52.25,5.75,100
2017,Latin America & Caribbean,NO,62,10,17
2017,Latin America & Caribbean,VE,8,-66,8
2017,Latin America & Caribbean,ZA,-29,24,20
2018,Latin America & Caribbean,BE,50.75,4.5,68
2018,Latin America & Caribbean,BR,-10,-55,162
2018,Latin America & Caribbean,CI,8,-5.5,1
2018,Latin America & Caribbean,HU,47,20,7
2018,Latin America & Caribbean,KN,17.33333,-62.75,1
2018,Latin America & Caribbean,SE,62,15,73
2018,Latin America & Caribbean,VN,16.16667,107.83333,15
2019,Latin America & Caribbean,AO,-12.5,18.5,1
2019,Latin America & Caribbean,CA,60.10867,-113.64258,348
2019,Latin America & Caribbean,CV,16,-24,1
2019,Latin America & Caribbean,GB,54.75844,-2.69531,402
2019,Latin America & Caribbean,SV,13.83333,-88.91667,4
2020,Latin America & Caribbean,BR,-10,-55,186
2020,Latin America & Caribbean,DE,51.5,10.5,422
2020,Latin America & Caribbean,GH,8.1,-1.2,1
2020,Latin America & Caribbean,LT,55.41667,24,3
2020,Latin America & Caribbean,LV,57,25,1
2020,Latin America & Caribbean,NG,10,8,1
2020,Latin America & Caribbean,PH,13.40882,122.56155,1
2020,Latin America & Caribbean,SG,1.36667,103.8,5
2020,Latin America & Caribbean,UY,-33,-56,48
2021,Latin America & Caribbean,CH,47.00016,8.01427,87
2021,Latin America & Caribbean,EG,27,30,2
2021,Latin America & Caribbean,GE,41.99998,43.4999,1
2021,Latin America & Caribbean,HN,15,-86.5,7
2021,Latin America & Caribbean,KR,36.5,127.75,10
2022,Latin America & Caribbean,EE,59,26,4
2022,Latin America & Caribbean,GH,8.1,-1.2,2
2022,Latin America & Caribbean,IL,31.5,34.75,17
2022,Latin America & Caribbean,LB,33.83333,35.83333,1
2022,Latin America & Caribbean,NG,10,8,7
2022,Latin America & Caribbean,QA,25.5,51.25,6
2022,Latin America & Caribbean,UA,49,32,3
2022,Latin America & Caribbean,US,39.76,-98.5,1504
2022,Latin America & Caribbean,VE,8,-66,20
2010,Latin America & Caribbean,CL,-30,-71,47
2010,Latin America & Caribbean,IT,42.83333,12.83333,88
2010,Latin America & Caribbean,NG,10,8,6
2010,Latin America & Caribbean,TG,8.66667,1.08333,1
2010,Latin America & Caribbean,TH,15.5,101,1
2011,Latin America & Caribbean,IE,53,-8,8
2011,Latin America & Caribbean,TH,15.5,101,2
2011,Latin America & Caribbean,UG,1.25,32.5,1
2011,Latin America & Caribbean,US,39.76,-98.5,1050
2012,Latin America & Caribbean,BE,50.75,4.5,61
2012,Latin America & Caribbean,CN,35,105,9
2012,Latin America & Caribbean,CO,4,-73.25,38
2012,Latin America & Caribbean,CZ,49.75,15,6
2012,Latin America & Caribbean,FJ,-18,178,1
2012,Latin America & Caribbean,ID,-5,120,1
2012,Latin America & Caribbean,IE,53,-8,6
2012,Latin America & Caribbean,MY,2.5,112.5,1
2012,Latin America & Caribbean,NI,13,-85,1
2012,Latin America & Caribbean,US,39.76,-98.5,1040
2012,Latin America & Caribbean,ZA,-29,24,3
2013,Latin America & Caribbean,CN,35,105,11
2013,Latin America & Caribbean,ID,-5,120,2
2013,Latin America & Caribbean,JP,35.68536,139.75309,31
2013,Latin America & Caribbean,KW,29.5,47.75,1
2013,Latin America & Caribbean,SE,62,15,27
2014,Latin America & Caribbean,BR,-10,-55,107
2014,Latin America & Caribbean,CN,35,105,9
2014,Latin America & Caribbean,HU,47,20,2
2014,Latin America & Caribbean,NL,52.25,5.75,91
2015,Latin America & Caribbean,BE,50.75,4.5,84
2015,Latin America & Caribbean,DE,51.5,10.5,226
2015,Latin America & Caribbean,KR,36.5,127.75,6
2015,Latin America & Caribbean,RO,46,25,1
2016,Latin America & Caribbean,BR,-10,-55,172
2016,Latin America & Caribbean,CH,47.00016,8.01427,60
2016,Latin America & Caribbean,IL,31.5,34.75,8
2016,Latin America & Caribbean,TT,11,-61,1
2017,Latin America & Caribbean,BR,-10,-55,138
2017,Latin America & Caribbean,CR,10,-84,8
2017,Latin America & Caribbean,EC,-1.25,-78.25,46
2017,Latin America & Caribbean,KP,40,127,2
2017,Latin America & Caribbean,MA,28.5,-10,1
2017,Latin America & Caribbean,UA,49,32,1
2018,Latin America & Caribbean,BD,24,90,1
2018,Latin America & Caribbean,EE,59,26,3
2018,Latin America & Caribbean,HR,45.16667,15.5,1
2018,Latin America & Caribbean,IR,32,53,4
2018,Latin America & Caribbean,NO,62,10,14
2018,Latin America & Caribbean,PL,52,20,7
2018,Latin America & Caribbean,UY,-33,-56,23
2019,Latin America & Caribbean,BO,-17,-65,2
2019,Latin America & Caribbean,DE,51.5,10.5,416
2019,Latin America & Caribbean,EC,-1.25,-78.25,82
2019,Latin America & Caribbean,FI,64,26,37
2019,Latin America & Caribbean,MX,23,-102,107
2019,Latin America & Caribbean,PL,52,20,16
2020,Latin America & Caribbean,BO,-17,-65,10
2020,Latin America & Caribbean,DO,19,-70.66667,15
2020,Latin America & Caribbean,EC,-1.25,-78.25,73
2020,Latin America & Caribbean,ET,9,39.5,1
2020,Latin America & Caribbean,IN,22,79,15
2020,Latin America & Caribbean,KE,1,38,4
2020,Latin America & Caribbean,MD,47.25,28.58333,1
2020,Latin America & Caribbean,MK,41.66667,21.75,1
2020,Latin America & Caribbean,NO,62,10,30
2020,Latin America & Caribbean,PE,-10,-75.25,87
2020,Latin America & Caribbean,PL,52,20,14
2020,Latin America & Caribbean,SI,46.08333,15,2
2021,Latin America & Caribbean,BS,25.04082,-77.37122,1
2021,Latin America & Caribbean,CU,22,-79.5,13
2021,Latin America & Caribbean,DO,19,-70.66667,19
2021,Latin America & Caribbean,GT,15.5,-90.25,7
2021,Latin America & Caribbean,LK,7.75,80.75,5
2021,Latin America & Caribbean,NZ,-42,174,27
2021,Latin America & Caribbean,PL,52,20,18
2021,Latin America & Caribbean,SK,48.66667,19.5,4
1990,Latin America & Caribbean,JP,35.68536,139.75309,3
1990,Latin America & Caribbean,NL,52.25,5.75,4
1991,Latin America & Caribbean,BE,50.75,4.5,4
1991,Latin America & Caribbean,FI,64,26,2
1991,Latin America & Caribbean,IS,65,-18,1
1992,Latin America & Caribbean,GB,54.75844,-2.69531,47
1992,Latin America & Caribbean,IN,22,79,1
1992,Latin America & Caribbean,PT,39.6945,-8.13057,2
1992,Latin America & Caribbean,VE,8,-66,3
1993,Latin America & Caribbean,BE,50.75,4.5,9
1993,Latin America & Caribbean,MY,2.5,112.5,1
1993,Latin America & Caribbean,PE,-10,-75.25,2
1994,Latin America & Caribbean,AR,-34,-64,7
1994,Latin America & Caribbean,ES,40,-4,45
1994,Latin America & Caribbean,GB,54.75844,-2.69531,57
1994,Latin America & Caribbean,IT,42.83333,12.83333,31
1995,Latin America & Caribbean,DE,51.5,10.5,38
1995,Latin America & Caribbean,PK,30,70,2
1995,Latin America & Caribbean,RU,60,100,6
1996,Latin America & Caribbean,AR,-34,-64,6
1996,Latin America & Caribbean,BB,13.16453,-59.55165,1
1996,Latin America & Caribbean,CH,47.00016,8.01427,11
1996,Latin America & Caribbean,CL,-30,-71,7
1996,Latin America & Caribbean,GR,39,22,1
1996,Latin America & Caribbean,PA,9,-80,1
1997,Latin America & Caribbean,DE,51.5,10.5,45
1997,Latin America & Caribbean,DK,56,10,6
1997,Latin America & Caribbean,JM,18.16667,-77.25,1
1997,Latin America & Caribbean,LT,55.41667,24,1
1997,Latin America & Caribbean,TW,24,121,1
1997,Latin America & Caribbean,US,39.76,-98.5,324
1997,Latin America & Caribbean,UY,-33,-56,5
1998,Latin America & Caribbean,AM,40.25,45,1
1998,Latin America & Caribbean,BB,13.16453,-59.55165,1
1998,Latin America & Caribbean,CO,4,-73.25,8
1998,Latin America & Caribbean,FI,64,26,3
1999,Latin America & Caribbean,ZA,-29,24,5
2000,Latin America & Caribbean,BE,50.75,4.5,14
2000,Latin America & Caribbean,CO,4,-73.25,14
2000,Latin America & Caribbean,CZ,49.75,15,2
2000,Latin America & Caribbean,FI,64,26,3
2000,Latin America & Caribbean,HR,45.16667,15.5,1
2000,Latin America & Caribbean,IR,32,53,2
2000,Latin America & Caribbean,PE,-10,-75.25,5
2000,Latin America & Caribbean,SE,62,15,9
2001,Latin America & Caribbean,CN,35,105,1
2001,Latin America & Caribbean,FR,46,2,152
2001,Latin America & Caribbean,GB,54.75844,-2.69531,138
2001,Latin America & Caribbean,GT,15.5,-90.25,1
2001,Latin America & Caribbean,IN,22,79,2
2001,Latin America & Caribbean,JP,35.68536,139.75309,7
2001,Latin America & Caribbean,NO,62,10,1
2002,Latin America & Caribbean,AT,47.33333,13.33333,5
2002,Latin America & Caribbean,AU,-25,135,14
2002,Latin America & Caribbean,DK,56,10,5
2002,Latin America & Caribbean,RU,60,100,8
2002,Latin America & Caribbean,TW,24,121,4
2003,Latin America & Caribbean,AR,-34,-64,17
2003,Latin America & Caribbean,BG,42.66667,25.25,1
2003,Latin America & Caribbean,CA,60.10867,-113.64258,77
2003,Latin America & Caribbean,CL,-30,-71,28
2003,Latin America & Caribbean,CR,10,-84,5
2003,Latin America & Caribbean,GR,39,22,1
2003,Latin America & Caribbean,IN,22,79,2
2003,Latin America & Caribbean,IT,42.83333,12.83333,53
2003,Latin America & Caribbean,KR,36.5,127.75,1
2003,Latin America & Caribbean,TT,11,-61,2
2004,Latin America & Caribbean,AU,-25,135,27
2004,Latin America & Caribbean,MX,23,-102,23
2004,Latin America & Caribbean,RU,60,100,5
2004,Latin America & Caribbean,SG,1.36667,103.8,1
2004,Latin America & Caribbean,US,39.76,-98.5,758
2004,Latin America & Caribbean,UY,-33,-56,6
2005,Latin America & Caribbean,CA,60.10867,-113.64258,108
2005,Latin America & Caribbean,CH,47.00016,8.01427,27
2005,Latin America & Caribbean,CL,-30,-71,22
2005,Latin America & Caribbean,FI,64,26,11
2005,Latin America & Caribbean,IT,42.83333,12.83333,57
2005,Latin America & Caribbean,PA,9,-80,2
2006,Latin America & Caribbean,IL,31.5,34.75,5
2006,Latin America & Caribbean,LT,55.41667,24,1
2006,Latin America & Caribbean,LU,49.75,6.16667,1
2006,Latin America & Caribbean,NL,52.25,5.75,28
2006,Latin America & Caribbean,RS,44.81892,20.45998,1
2006,Latin America & Caribbean,UA,49,32,1
2007,Latin America & Caribbean,BF,12.5,-1.66667,1
2007,Latin America & Caribbean,CL,-30,-71,45
2007,Latin America & Caribbean,CO,4,-73.25,30
2007,Latin America & Caribbean,FI,64,26,10
2007,Latin America & Caribbean,HU,47,20,12
2007,Latin America & Caribbean,IE,53,-8,5
2007,Latin America & Caribbean,IR,32,53,1
2007,Latin America & Caribbean,MY,2.5,112.5,1
2007,Latin America & Caribbean,SE,62,15,34
2007,Latin America & Caribbean,TH,15.5,101,3
2007,Latin America & Caribbean,TR,39,35,2
2008,Latin America & Caribbean,EC,-1.25,-78.25,1
2008,Latin America & Caribbean,NL,52.25,5.75,44
2008,Latin America & Caribbean,NO,62,10,2
2008,Latin America & Caribbean,PT,39.6945,-8.13057,67
2008,Latin America & Caribbean,UA,49,32,2
2008,Latin America & Caribbean,VE,8,-66,4
1990,Latin America & Caribbean,UY,-33,-56,2
1992,Latin America & Caribbean,CN,35,105,1
1992,Latin America & Caribbean,JP,35.68536,139.75309,10
1992,Latin America & Caribbean,NO,62,10,2
1993,Latin America & Caribbean,BR,-10,-55,6
1993,Latin America & Caribbean,SE,62,15,10
1994,Latin America & Caribbean,CH,47.00016,8.01427,12
1995,Latin America & Caribbean,DK,56,10,1
1996,Latin America & Caribbean,CR,10,-84,2
1996,Latin America & Caribbean,ES,40,-4,49
1996,Latin America & Caribbean,IT,42.83333,12.83333,32
1997,Latin America & Caribbean,EC,-1.25,-78.25,1
1997,Latin America & Caribbean,IL,31.5,34.75,2
1997,Latin America & Caribbean,UA,49,32,1
1998,Latin America & Caribbean,CL,-30,-71,5
1998,Latin America & Caribbean,NI,13,-85,1
1998,Latin America & Caribbean,PY,-23.33333,-58,2
1999,Latin America & Caribbean,CN,35,105,2
1999,Latin America & Caribbean,NL,52.25,5.75,8
1999,Latin America & Caribbean,US,39.76,-98.5,396
1999,Latin America & Caribbean,VE,8,-66,9
2000,Latin America & Caribbean,HU,47,20,1
2000,Latin America & Caribbean,IE,53,-8,1
2000,Latin America & Caribbean,NZ,-42,174,2
2001,Latin America & Caribbean,PL,52,20,1
2001,Latin America & Caribbean,PT,39.6945,-8.13057,17
2001,Latin America & Caribbean,SV,13.83333,-88.91667,1
2002,Latin America & Caribbean,BE,50.75,4.5,14
2002,Latin America & Caribbean,BR,-10,-55,28
2003,Latin America & Caribbean,CH,47.00016,8.01427,11
2003,Latin America & Caribbean,PT,39.6945,-8.13057,21
2003,Latin America & Caribbean,SA,25,45,1
2004,Latin America & Caribbean,BR,-10,-55,43
2004,Latin America & Caribbean,DE,51.5,10.5,108
2004,Latin America & Caribbean,DK,56,10,5
2004,Latin America & Caribbean,EC,-1.25,-78.25,2
2004,Latin America & Caribbean,IL,31.5,34.75,3
2004,Latin America & Caribbean,PK,30,70,1
2005,Latin America & Caribbean,CR,10,-84,5
2005,Latin America & Caribbean,ES,40,-4,192
2005,Latin America & Caribbean,GR,39,22,3
2005,Latin America & Caribbean,MA,28.5,-10,1
2005,Latin America & Caribbean,NZ,-42,174,6
2005,Latin America & Caribbean,PY,-23.33333,-58,1
2006,Latin America & Caribbean,DE,51.5,10.5,151
2006,Latin America & Caribbean,DO,19,-70.66667,1
2006,Latin America & Caribbean,JP,35.68536,139.75309,24
2006,Latin America & Caribbean,UY,-33,-56,18
2006,Latin America & Caribbean,VE,8,-66,12
2007,Latin America & Caribbean,CZ,49.75,15,5
2007,Latin America & Caribbean,NZ,-42,174,4
2008,Latin America & Caribbean,GB,54.75844,-2.69531,179
2008,Latin America & Caribbean,GT,15.5,-90.25,1
2008,Latin America & Caribbean,IN,22,79,5
2008,Latin America & Caribbean,JP,35.68536,139.75309,35
2009,Latin America & Caribbean,CO,4,-73.25,34
2009,Latin America & Caribbean,CZ,49.75,15,3
2009,Latin America & Caribbean,ID,-5,120,1
2022,Latin America & Caribbean,BR,-10,-55,148
2022,Latin America & Caribbean,CO,4,-73.25,162
2022,Latin America & Caribbean,LV,57,25,2
2022,Latin America & Caribbean,ML,18,-2,1
2022,Latin America & Caribbean,SL,8.5,-11.5,1
2022,Latin America & Caribbean,TZ,-6,35,1
2022,Latin America & Caribbean,ZA,-29,24,16
2023,Latin America & Caribbean,CN,35,105,28
2023,Latin America & Caribbean,GD,12.11667,-61.66667,3
2023,Latin America & Caribbean,HU,47,20,12
