year_mobility,region_origin,destination,latitude,longitude,n_mobile
2009,Sub-Saharan Africa,MZ,-18.25,35,1
2009,Sub-Saharan Africa,PE,-10,-75.25,1
2009,Sub-Saharan Africa,PK,30,70,1
2009,Sub-Saharan Africa,SI,46.08333,15,1
2010,Sub-Saharan Africa,AE,23.75,54.5,1
2010,Sub-Saharan Africa,AR,-34,-64,2
2010,Sub-Saharan Africa,CG,-1,15.5,4
2010,Sub-Saharan Africa,IN,22,79,15
2010,Sub-Saharan Africa,IR,32,53,2
2011,Sub-Saharan Africa,CA,60.10867,-113.64258,33
2011,Sub-Saharan Africa,CG,-1,15.5,2
2011,Sub-Saharan Africa,EG,27,30,3
2011,Sub-Saharan Africa,IR,32,53,2
2011,Sub-Saharan Africa,IT,42.83333,12.83333,18
2011,Sub-Saharan Africa,PH,13.40882,122.56155,1
2011,Sub-Saharan Africa,PK,30,70,8
2011,Sub-Saharan Africa,RW,-2,30,2
2012,Sub-Saharan Africa,AF,33,66,1
2012,Sub-Saharan Africa,CA,60.10867,-113.64258,40
2012,Sub-Saharan Africa,CD,-2.5,23.5,3
2012,Sub-Saharan Africa,CI,8,-5.5,1
2012,Sub-Saharan Africa,JM,18.16667,-77.25,1
2012,Sub-Saharan Africa,LA,18,105,1
2012,Sub-Saharan Africa,LU,49.75,6.16667,2
2012,Sub-Saharan Africa,PH,13.40882,122.56155,2
2012,Sub-Saharan Africa,TN,34,9,2
2012,Sub-Saharan Africa,UG,1.25,32.5,15
2013,Sub-Saharan Africa,DK,56,10,13
2013,Sub-Saharan Africa,NG,10,8,27
2013,Sub-Saharan Africa,RW,-2,30,4
2013,Sub-Saharan Africa,SD,16,30,3
2014,Sub-Saharan Africa,CN,35,105,22
2014,Sub-Saharan Africa,CO,4,-73.25,2
2014,Sub-Saharan Africa,JP,35.68536,139.75309,16
2014,Sub-Saharan Africa,NG,10,8,26
2014,Sub-Saharan Africa,NL,52.25,5.75,42
2014,Sub-Saharan Africa,SE,62,15,35
2014,Sub-Saharan Africa,TH,15.5,101,9
2014,Sub-Saharan Africa,ZA,-29,24,130
2015,Sub-Saharan Africa,FJ,-18,178,1
2015,Sub-Saharan Africa,MG,-20,47,2
2015,Sub-Saharan Africa,ML,18,-2,6
2015,Sub-Saharan Africa,MY,2.5,112.5,26
2015,Sub-Saharan Africa,SL,8.5,-11.5,1
2015,Sub-Saharan Africa,US,39.76,-98.5,323
2015,Sub-Saharan Africa,ZA,-29,24,142
2016,Sub-Saharan Africa,CN,35,105,54
2016,Sub-Saharan Africa,MG,-20,47,3
2016,Sub-Saharan Africa,SL,8.5,-11.5,4
2016,Sub-Saharan Africa,TH,15.5,101,5
2016,Sub-Saharan Africa,TT,11,-61,1
2016,Sub-Saharan Africa,ZW,-19,29.75,18
2017,Sub-Saharan Africa,BE,50.75,4.5,53
2017,Sub-Saharan Africa,DZ,28,3,1
2017,Sub-Saharan Africa,ID,-5,120,2
2017,Sub-Saharan Africa,JP,35.68536,139.75309,29
2017,Sub-Saharan Africa,ML,18,-2,7
2017,Sub-Saharan Africa,MY,2.5,112.5,37
2017,Sub-Saharan Africa,ZA,-29,24,209
2017,Sub-Saharan Africa,ZW,-19,29.75,23
2018,Sub-Saharan Africa,CH,47.00016,8.01427,43
2018,Sub-Saharan Africa,CM,6,12.5,19
2018,Sub-Saharan Africa,LR,6.5,-9.5,1
2018,Sub-Saharan Africa,ML,18,-2,5
2018,Sub-Saharan Africa,MW,-13.5,34,17
2018,Sub-Saharan Africa,RO,46,25,2
2018,Sub-Saharan Africa,SA,25,45,26
2018,Sub-Saharan Africa,TZ,-6,35,22
2019,Sub-Saharan Africa,DE,51.5,10.5,104
2019,Sub-Saharan Africa,GM,13.5,-15.5,4
2019,Sub-Saharan Africa,IE,53,-8,5
2019,Sub-Saharan Africa,KR,36.5,127.75,14
2019,Sub-Saharan Africa,SA,25,45,39
2019,Sub-Saharan Africa,SN,14.5,-14.25,6
2019,Sub-Saharan Africa,TR,39,35,5
2019,Sub-Saharan Africa,TW,24,121,10
2019,Sub-Saharan Africa,ZM,-14.33333,28.5,20
2020,Sub-Saharan Africa,BH,26.03333,50.55,1
2020,Sub-Saharan Africa,EE,59,26,2
2020,Sub-Saharan Africa,GH,8.1,-1.2,51
2020,Sub-Saharan Africa,KE,1,38,61
2020,Sub-Saharan Africa,KR,36.5,127.75,15
2020,Sub-Saharan Africa,MW,-13.5,34,11
2020,Sub-Saharan Africa,QA,25.5,51.25,5
2020,Sub-Saharan Africa,SN,14.5,-14.25,13
2020,Sub-Saharan Africa,TR,39,35,10
2020,Sub-Saharan Africa,TW,24,121,10
2021,Sub-Saharan Africa,CY,35,33,5
2021,Sub-Saharan Africa,EE,59,26,1
2021,Sub-Saharan Africa,GH,8.1,-1.2,40
2021,Sub-Saharan Africa,IE,53,-8,13
2021,Sub-Saharan Africa,IL,31.5,34.75,6
2021,Sub-Saharan Africa,KE,1,38,79
2021,Sub-Saharan Africa,MX,23,-102,6
2021,Sub-Saharan Africa,RO,46,25,1
2021,Sub-Saharan Africa,SO,6,48,2
2021,Sub-Saharan Africa,SS,7.5,30,2
2021,Sub-Saharan Africa,UA,49,32,21
2021,Sub-Saharan Africa,ZM,-14.33333,28.5,30
1990,Sub-Saharan Africa,IT,42.83333,12.83333,4
1990,Sub-Saharan Africa,KW,29.5,47.75,1
1991,Sub-Saharan Africa,DK,56,10,2
1991,Sub-Saharan Africa,GA,-1,11.75,1
1991,Sub-Saharan Africa,GH,8.1,-1.2,2
1991,Sub-Saharan Africa,PH,13.40882,122.56155,1
1991,Sub-Saharan Africa,QA,25.5,51.25,1
1991,Sub-Saharan Africa,SN,14.5,-14.25,1
1992,Sub-Saharan Africa,FI,64,26,2
1992,Sub-Saharan Africa,IT,42.83333,12.83333,1
1992,Sub-Saharan Africa,PA,9,-80,1
1992,Sub-Saharan Africa,SA,25,45,8
1993,Sub-Saharan Africa,IE,53,-8,2
1993,Sub-Saharan Africa,US,39.76,-98.5,74
1993,Sub-Saharan Africa,VE,8,-66,1
1993,Sub-Saharan Africa,ZA,-29,24,3
1994,Sub-Saharan Africa,FJ,-18,178,1
1994,Sub-Saharan Africa,UG,1.25,32.5,1
1994,Sub-Saharan Africa,ZW,-19,29.75,1
1995,Sub-Saharan Africa,JP,35.68536,139.75309,3
1995,Sub-Saharan Africa,PL,52,20,1
1995,Sub-Saharan Africa,ZA,-29,24,6
1996,Sub-Saharan Africa,BR,-10,-55,1
1996,Sub-Saharan Africa,SE,62,15,7
1997,Sub-Saharan Africa,AR,-34,-64,1
1997,Sub-Saharan Africa,EG,27,30,1
1997,Sub-Saharan Africa,FR,46,2,18
1997,Sub-Saharan Africa,GB,54.75844,-2.69531,59
1997,Sub-Saharan Africa,IN,22,79,1
1997,Sub-Saharan Africa,ML,18,-2,2
1997,Sub-Saharan Africa,MW,-13.5,34,1
1997,Sub-Saharan Africa,SA,25,45,2
1997,Sub-Saharan Africa,SZ,-26.5,31.5,2
1998,Sub-Saharan Africa,DE,51.5,10.5,25
1998,Sub-Saharan Africa,NA,-22,17,1
1998,Sub-Saharan Africa,RU,60,100,1
1999,Sub-Saharan Africa,CH,47.00016,8.01427,14
1999,Sub-Saharan Africa,PA,9,-80,1
2000,Sub-Saharan Africa,DE,51.5,10.5,12
2000,Sub-Saharan Africa,GM,13.5,-15.5,4
2000,Sub-Saharan Africa,RU,60,100,1
2000,Sub-Saharan Africa,US,39.76,-98.5,96
2001,Sub-Saharan Africa,ES,40,-4,2
2001,Sub-Saharan Africa,FI,64,26,2
2001,Sub-Saharan Africa,FJ,-18,178,1
2001,Sub-Saharan Africa,HR,45.16667,15.5,1
2001,Sub-Saharan Africa,IT,42.83333,12.83333,6
2001,Sub-Saharan Africa,UG,1.25,32.5,1
2002,Sub-Saharan Africa,JP,35.68536,139.75309,8
2002,Sub-Saharan Africa,PL,52,20,3
2002,Sub-Saharan Africa,SD,16,30,2
2003,Sub-Saharan Africa,NZ,-42,174,5
2004,Sub-Saharan Africa,IN,22,79,2
2004,Sub-Saharan Africa,ML,18,-2,2
2004,Sub-Saharan Africa,NL,52.25,5.75,23
2004,Sub-Saharan Africa,PT,39.6945,-8.13057,3
2004,Sub-Saharan Africa,SZ,-26.5,31.5,1
2005,Sub-Saharan Africa,BE,50.75,4.5,18
2005,Sub-Saharan Africa,HU,47,20,2
2005,Sub-Saharan Africa,RO,46,25,1
2005,Sub-Saharan Africa,RU,60,100,3
2005,Sub-Saharan Africa,SN,14.5,-14.25,2
2005,Sub-Saharan Africa,TZ,-6,35,1
2006,Sub-Saharan Africa,AE,23.75,54.5,4
2006,Sub-Saharan Africa,IT,42.83333,12.83333,6
2006,Sub-Saharan Africa,PS,31.92157,35.20329,1
2006,Sub-Saharan Africa,TN,34,9,1
2007,Sub-Saharan Africa,DK,56,10,6
2007,Sub-Saharan Africa,GH,8.1,-1.2,6
2007,Sub-Saharan Africa,GM,13.5,-15.5,2
2007,Sub-Saharan Africa,IE,53,-8,6
2007,Sub-Saharan Africa,NE,18,9,1
2007,Sub-Saharan Africa,NG,10,8,7
2007,Sub-Saharan Africa,RO,46,25,1
2007,Sub-Saharan Africa,RU,60,100,3
2007,Sub-Saharan Africa,SD,16,30,1
2007,Sub-Saharan Africa,SN,14.5,-14.25,6
2008,Sub-Saharan Africa,CA,60.10867,-113.64258,24
2008,Sub-Saharan Africa,CG,-1,15.5,1
2008,Sub-Saharan Africa,IT,42.83333,12.83333,5
2008,Sub-Saharan Africa,KE,1,38,5
2008,Sub-Saharan Africa,LS,-29.5,28.25,1
2008,Sub-Saharan Africa,TN,34,9,1
1990,Sub-Saharan Africa,CH,47.00016,8.01427,4
1990,Sub-Saharan Africa,FR,46,2,9
1991,Sub-Saharan Africa,AT,47.33333,13.33333,1
1991,Sub-Saharan Africa,CI,8,-5.5,1
1991,Sub-Saharan Africa,DE,51.5,10.5,11
1991,Sub-Saharan Africa,IL,31.5,34.75,4
1991,Sub-Saharan Africa,MX,23,-102,1
1991,Sub-Saharan Africa,SG,1.36667,103.8,1
1992,Sub-Saharan Africa,CH,47.00016,8.01427,2
1992,Sub-Saharan Africa,KE,1,38,2
1992,Sub-Saharan Africa,NZ,-42,174,1
1992,Sub-Saharan Africa,SY,35,38,1
1993,Sub-Saharan Africa,BD,24,90,1
1993,Sub-Saharan Africa,IL,31.5,34.75,1
1993,Sub-Saharan Africa,JP,35.68536,139.75309,2
1993,Sub-Saharan Africa,NO,62,10,1
1994,Sub-Saharan Africa,KE,1,38,3
1994,Sub-Saharan Africa,LS,-29.5,28.25,1
1994,Sub-Saharan Africa,PG,-6,147,1
1995,Sub-Saharan Africa,BW,-22,24,4
1995,Sub-Saharan Africa,CM,6,12.5,1
1995,Sub-Saharan Africa,CN,35,105,2
1995,Sub-Saharan Africa,FR,46,2,20
1995,Sub-Saharan Africa,GB,54.75844,-2.69531,50
1995,Sub-Saharan Africa,NO,62,10,1
1996,Sub-Saharan Africa,CI,8,-5.5,1
1996,Sub-Saharan Africa,PG,-6,147,1
1996,Sub-Saharan Africa,SN,14.5,-14.25,2
1996,Sub-Saharan Africa,ZW,-19,29.75,1
1997,Sub-Saharan Africa,CH,47.00016,8.01427,11
1998,Sub-Saharan Africa,BR,-10,-55,2
1998,Sub-Saharan Africa,MX,23,-102,2
1998,Sub-Saharan Africa,NG,10,8,3
1998,Sub-Saharan Africa,SG,1.36667,103.8,1
1998,Sub-Saharan Africa,ZW,-19,29.75,2
1999,Sub-Saharan Africa,ES,40,-4,7
1999,Sub-Saharan Africa,UG,1.25,32.5,1
2000,Sub-Saharan Africa,IL,31.5,34.75,1
2000,Sub-Saharan Africa,NG,10,8,3
2000,Sub-Saharan Africa,SD,16,30,2
2001,Sub-Saharan Africa,CA,60.10867,-113.64258,11
2001,Sub-Saharan Africa,GR,39,22,2
2001,Sub-Saharan Africa,KE,1,38,9
2001,Sub-Saharan Africa,NZ,-42,174,4
2001,Sub-Saharan Africa,SE,62,15,16
2001,Sub-Saharan Africa,TR,39,35,2
2002,Sub-Saharan Africa,NL,52.25,5.75,21
2002,Sub-Saharan Africa,NO,62,10,1
2002,Sub-Saharan Africa,SZ,-26.5,31.5,1
2002,Sub-Saharan Africa,US,39.76,-98.5,93
2002,Sub-Saharan Africa,ZA,-29,24,19
2003,Sub-Saharan Africa,CZ,49.75,15,2
2003,Sub-Saharan Africa,KE,1,38,4
2003,Sub-Saharan Africa,MG,-20,47,1
2004,Sub-Saharan Africa,BG,42.66667,25.25,1
2004,Sub-Saharan Africa,BW,-22,24,2
2004,Sub-Saharan Africa,ET,9,39.5,2
2004,Sub-Saharan Africa,GB,54.75844,-2.69531,80
2004,Sub-Saharan Africa,KR,36.5,127.75,1
2004,Sub-Saharan Africa,KW,29.5,47.75,1
2004,Sub-Saharan Africa,NO,62,10,5
2004,Sub-Saharan Africa,ZA,-29,24,21
2005,Sub-Saharan Africa,AT,47.33333,13.33333,2
2005,Sub-Saharan Africa,BR,-10,-55,1
2005,Sub-Saharan Africa,CI,8,-5.5,1
2005,Sub-Saharan Africa,DK,56,10,11
2005,Sub-Saharan Africa,ID,-5,120,1
2005,Sub-Saharan Africa,IR,32,53,2
2005,Sub-Saharan Africa,NE,18,9,1
2005,Sub-Saharan Africa,SG,1.36667,103.8,1
2005,Sub-Saharan Africa,ZW,-19,29.75,2
2006,Sub-Saharan Africa,CA,60.10867,-113.64258,35
2006,Sub-Saharan Africa,CH,47.00016,8.01427,11
2006,Sub-Saharan Africa,ES,40,-4,5
2006,Sub-Saharan Africa,GB,54.75844,-2.69531,107
2006,Sub-Saharan Africa,IN,22,79,3
2006,Sub-Saharan Africa,PT,39.6945,-8.13057,2
2007,Sub-Saharan Africa,BR,-10,-55,7
2007,Sub-Saharan Africa,CF,7,21,1
2007,Sub-Saharan Africa,IL,31.5,34.75,2
2007,Sub-Saharan Africa,MX,23,-102,2
2007,Sub-Saharan Africa,PK,30,70,3
2008,Sub-Saharan Africa,CH,47.00016,8.01427,15
2008,Sub-Saharan Africa,GN,10.83333,-10.66667,1
2008,Sub-Saharan Africa,MW,-13.5,34,4
2008,Sub-Saharan Africa,SA,25,45,3
2008,Sub-Saharan Africa,TH,15.5,101,3
2008,Sub-Saharan Africa,UG,1.25,32.5,3
2021,Sub-Saharan Africa,AE,23.75,54.5,23
2021,Sub-Saharan Africa,AR,-34,-64,2
2021,Sub-Saharan Africa,AU,-25,135,86
2021,Sub-Saharan Africa,BN,4.5,114.66667,3
2021,Sub-Saharan Africa,CD,-2.5,23.5,8
2021,Sub-Saharan Africa,CZ,49.75,15,8
2021,Sub-Saharan Africa,DK,56,10,11
2021,Sub-Saharan Africa,EG,27,30,3
2021,Sub-Saharan Africa,LU,49.75,6.16667,1
2021,Sub-Saharan Africa,NG,10,8,101
2021,Sub-Saharan Africa,RS,44.81892,20.45998,1
2021,Sub-Saharan Africa,RU,60,100,30
2021,Sub-Saharan Africa,RW,-2,30,14
2021,Sub-Saharan Africa,SD,16,30,4
2021,Sub-Saharan Africa,SY,35,38,1
2021,Sub-Saharan Africa,UG,1.25,32.5,17
2021,Sub-Saharan Africa,US,39.76,-98.5,470
2022,Sub-Saharan Africa,FJ,-18,178,1
2022,Sub-Saharan Africa,JP,35.68536,139.75309,24
2022,Sub-Saharan Africa,LT,55.41667,24,1
2022,Sub-Saharan Africa,SD,16,30,8
2022,Sub-Saharan Africa,YE,15.5,47.5,1
2023,Sub-Saharan Africa,CN,35,105,74
2023,Sub-Saharan Africa,CZ,49.75,15,15
2023,Sub-Saharan Africa,FJ,-18,178,2
2023,Sub-Saharan Africa,IQ,33,44,3
2023,Sub-Saharan Africa,PS,31.92157,35.20329,1
2023,Sub-Saharan Africa,SY,35,38,1
2023,Sub-Saharan Africa,TG,8.66667,1.08333,5
2023,Sub-Saharan Africa,UG,1.25,32.5,39
2023,Sub-Saharan Africa,YE,15.5,47.5,1
2022,Sub-Saharan Africa,DE,51.5,10.5,114
2022,Sub-Saharan Africa,EC,-1.25,-78.25,1
2022,Sub-Saharan Africa,EE,59,26,1
2022,Sub-Saharan Africa,ET,9,39.5,28
2022,Sub-Saharan Africa,FI,64,26,13
2022,Sub-Saharan Africa,GE,41.99998,43.4999,1
2022,Sub-Saharan Africa,GN,10.83333,-10.66667,2
2022,Sub-Saharan Africa,IL,31.5,34.75,4
2022,Sub-Saharan Africa,IS,65,-18,1
2022,Sub-Saharan Africa,MX,23,-102,5
2022,Sub-Saharan Africa,NZ,-42,174,16
2022,Sub-Saharan Africa,PL,52,20,15
2022,Sub-Saharan Africa,QA,25.5,51.25,10
2022,Sub-Saharan Africa,TD,15,19,1
2023,Sub-Saharan Africa,BF,12.5,-1.66667,8
2023,Sub-Saharan Africa,CY,35,33,3
2023,Sub-Saharan Africa,EE,59,26,2
2023,Sub-Saharan Africa,IS,65,-18,2
2023,Sub-Saharan Africa,NO,62,10,30
2023,Sub-Saharan Africa,UA,49,32,22
1990,Sub-Saharan Africa,BR,-10,-55,1
1990,Sub-Saharan Africa,DE,51.5,10.5,10
1990,Sub-Saharan Africa,IE,53,-8,3
1991,Sub-Saharan Africa,CA,60.10867,-113.64258,14
1991,Sub-Saharan Africa,EG,27,30,1
1991,Sub-Saharan Africa,GR,39,22,1
1991,Sub-Saharan Africa,KE,1,38,2
1992,Sub-Saharan Africa,DE,51.5,10.5,16
1992,Sub-Saharan Africa,GH,8.1,-1.2,2
1992,Sub-Saharan Africa,US,39.76,-98.5,69
1993,Sub-Saharan Africa,ES,40,-4,1
1993,Sub-Saharan Africa,IT,42.83333,12.83333,5
1993,Sub-Saharan Africa,KE,1,38,1
1994,Sub-Saharan Africa,IN,22,79,1
1994,Sub-Saharan Africa,US,39.76,-98.5,86
1995,Sub-Saharan Africa,NZ,-42,174,2
1995,Sub-Saharan Africa,OM,21,57,1
1995,Sub-Saharan Africa,SE,62,15,12
1996,Sub-Saharan Africa,FR,46,2,14
1996,Sub-Saharan Africa,GB,54.75844,-2.69531,64
1996,Sub-Saharan Africa,ML,18,-2,1
1996,Sub-Saharan Africa,NL,52.25,5.75,4
1996,Sub-Saharan Africa,PL,52,20,4
1997,Sub-Saharan Africa,BE,50.75,4.5,9
1998,Sub-Saharan Africa,CA,60.10867,-113.64258,14
1998,Sub-Saharan Africa,CH,47.00016,8.01427,3
1999,Sub-Saharan Africa,BR,-10,-55,2
1999,Sub-Saharan Africa,DK,56,10,3
1999,Sub-Saharan Africa,GA,-1,11.75,2
1999,Sub-Saharan Africa,IL,31.5,34.75,1
1999,Sub-Saharan Africa,LU,49.75,6.16667,1
1999,Sub-Saharan Africa,NG,10,8,1
1999,Sub-Saharan Africa,SG,1.36667,103.8,1
2000,Sub-Saharan Africa,CA,60.10867,-113.64258,14
2000,Sub-Saharan Africa,CH,47.00016,8.01427,11
2000,Sub-Saharan Africa,FJ,-18,178,1
2000,Sub-Saharan Africa,LS,-29.5,28.25,1
2000,Sub-Saharan Africa,NZ,-42,174,11
2001,Sub-Saharan Africa,DE,51.5,10.5,21
2001,Sub-Saharan Africa,IE,53,-8,2
2001,Sub-Saharan Africa,IL,31.5,34.75,6
2001,Sub-Saharan Africa,JM,18.16667,-77.25,1
2001,Sub-Saharan Africa,JP,35.68536,139.75309,9
2001,Sub-Saharan Africa,PL,52,20,1
2001,Sub-Saharan Africa,SD,16,30,1
2001,Sub-Saharan Africa,UA,49,32,1
2002,Sub-Saharan Africa,CO,4,-73.25,2
2002,Sub-Saharan Africa,FI,64,26,1
2002,Sub-Saharan Africa,KE,1,38,3
2002,Sub-Saharan Africa,OM,21,57,1
2003,Sub-Saharan Africa,BW,-22,24,1
2003,Sub-Saharan Africa,CY,35,33,1
2003,Sub-Saharan Africa,IN,22,79,3
2003,Sub-Saharan Africa,KW,29.5,47.75,1
2003,Sub-Saharan Africa,LU,49.75,6.16667,1
2003,Sub-Saharan Africa,PT,39.6945,-8.13057,1
2003,Sub-Saharan Africa,UA,49,32,2
2004,Sub-Saharan Africa,BE,50.75,4.5,11
2004,Sub-Saharan Africa,ZW,-19,29.75,3
2005,Sub-Saharan Africa,CG,-1,15.5,2
2005,Sub-Saharan Africa,CN,35,105,4
2005,Sub-Saharan Africa,ET,9,39.5,3
2005,Sub-Saharan Africa,GB,54.75844,-2.69531,111
2005,Sub-Saharan Africa,KW,29.5,47.75,4
2005,Sub-Saharan Africa,ML,18,-2,1
2005,Sub-Saharan Africa,MZ,-18.25,35,2
2005,Sub-Saharan Africa,SZ,-26.5,31.5,2
2006,Sub-Saharan Africa,AU,-25,135,25
2006,Sub-Saharan Africa,DK,56,10,4
2006,Sub-Saharan Africa,IE,53,-8,3
2006,Sub-Saharan Africa,NG,10,8,4
2006,Sub-Saharan Africa,RO,46,25,3
2006,Sub-Saharan Africa,RU,60,100,1
2006,Sub-Saharan Africa,TW,24,121,1
2006,Sub-Saharan Africa,ZM,-14.33333,28.5,1
2007,Sub-Saharan Africa,BH,26.03333,50.55,2
2007,Sub-Saharan Africa,CG,-1,15.5,2
2007,Sub-Saharan Africa,CH,47.00016,8.01427,21
2007,Sub-Saharan Africa,IT,42.83333,12.83333,11
2007,Sub-Saharan Africa,KR,36.5,127.75,1
2007,Sub-Saharan Africa,MA,28.5,-10,3
2007,Sub-Saharan Africa,MW,-13.5,34,3
2007,Sub-Saharan Africa,MZ,-18.25,35,3
2007,Sub-Saharan Africa,SA,25,45,3
2008,Sub-Saharan Africa,BJ,9.5,2.25,4
2008,Sub-Saharan Africa,DK,56,10,3
2008,Sub-Saharan Africa,GH,8.1,-1.2,3
2008,Sub-Saharan Africa,IE,53,-8,3
2008,Sub-Saharan Africa,NA,-22,17,4
2008,Sub-Saharan Africa,NG,10,8,4
2008,Sub-Saharan Africa,RU,60,100,2
2008,Sub-Saharan Africa,SN,14.5,-14.25,3
2008,Sub-Saharan Africa,TW,24,121,2
1990,Sub-Saharan Africa,CA,60.10867,-113.64258,14
1990,Sub-Saharan Africa,GB,54.75844,-2.69531,47
1990,Sub-Saharan Africa,SA,25,45,2
1991,Sub-Saharan Africa,AU,-25,135,7
1991,Sub-Saharan Africa,BJ,9.5,2.25,1
1991,Sub-Saharan Africa,NA,-22,17,1
1991,Sub-Saharan Africa,US,39.76,-98.5,56
1992,Sub-Saharan Africa,CA,60.10867,-113.64258,5
1992,Sub-Saharan Africa,NC,-21.5,165.5,1
1992,Sub-Saharan Africa,OM,21,57,2
1993,Sub-Saharan Africa,DE,51.5,10.5,11
1993,Sub-Saharan Africa,ET,9,39.5,1
1993,Sub-Saharan Africa,NL,52.25,5.75,4
1994,Sub-Saharan Africa,BB,13.16453,-59.55165,1
1994,Sub-Saharan Africa,BE,50.75,4.5,6
1994,Sub-Saharan Africa,HU,47,20,2
1994,Sub-Saharan Africa,OM,21,57,1
1994,Sub-Saharan Africa,SE,62,15,8
1995,Sub-Saharan Africa,IN,22,79,6
1995,Sub-Saharan Africa,NL,52.25,5.75,5
1996,Sub-Saharan Africa,AT,47.33333,13.33333,2
1996,Sub-Saharan Africa,BE,50.75,4.5,9
1997,Sub-Saharan Africa,BH,26.03333,50.55,1
1997,Sub-Saharan Africa,BW,-22,24,2
1997,Sub-Saharan Africa,CA,60.10867,-113.64258,14
1997,Sub-Saharan Africa,CM,6,12.5,2
1998,Sub-Saharan Africa,AU,-25,135,10
1998,Sub-Saharan Africa,BE,50.75,4.5,9
1998,Sub-Saharan Africa,DK,56,10,4
1998,Sub-Saharan Africa,GA,-1,11.75,2
1998,Sub-Saharan Africa,GH,8.1,-1.2,1
1998,Sub-Saharan Africa,SN,14.5,-14.25,3
1999,Sub-Saharan Africa,CA,60.10867,-113.64258,22
1999,Sub-Saharan Africa,CG,-1,15.5,1
1999,Sub-Saharan Africa,IT,42.83333,12.83333,3
1999,Sub-Saharan Africa,SA,25,45,2
2000,Sub-Saharan Africa,AU,-25,135,21
2000,Sub-Saharan Africa,DK,56,10,4
2000,Sub-Saharan Africa,IE,53,-8,1
2000,Sub-Saharan Africa,NA,-22,17,1
2001,Sub-Saharan Africa,CH,47.00016,8.01427,6
2001,Sub-Saharan Africa,CO,4,-73.25,2
2001,Sub-Saharan Africa,CZ,49.75,15,2
2001,Sub-Saharan Africa,TH,15.5,101,1
2002,Sub-Saharan Africa,CN,35,105,2
2003,Sub-Saharan Africa,BE,50.75,4.5,15
2003,Sub-Saharan Africa,BF,12.5,-1.66667,5
2003,Sub-Saharan Africa,FI,64,26,1
2003,Sub-Saharan Africa,SE,62,15,14
2003,Sub-Saharan Africa,TG,8.66667,1.08333,1
2003,Sub-Saharan Africa,TZ,-6,35,2
2003,Sub-Saharan Africa,ZW,-19,29.75,5
2004,Sub-Saharan Africa,CM,6,12.5,5
2004,Sub-Saharan Africa,FR,46,2,46
2004,Sub-Saharan Africa,JP,35.68536,139.75309,11
2004,Sub-Saharan Africa,PL,52,20,2
2005,Sub-Saharan Africa,BJ,9.5,2.25,4
2005,Sub-Saharan Africa,PK,30,70,1
2006,Sub-Saharan Africa,AR,-34,-64,2
2006,Sub-Saharan Africa,BW,-22,24,3
2006,Sub-Saharan Africa,BY,53,28,1
2006,Sub-Saharan Africa,CM,6,12.5,4
2006,Sub-Saharan Africa,FR,46,2,40
2006,Sub-Saharan Africa,JO,31,36,1
2006,Sub-Saharan Africa,KR,36.5,127.75,2
2006,Sub-Saharan Africa,MW,-13.5,34,3
2007,Sub-Saharan Africa,AT,47.33333,13.33333,1
2007,Sub-Saharan Africa,AU,-25,135,34
2007,Sub-Saharan Africa,CI,8,-5.5,1
2007,Sub-Saharan Africa,DE,51.5,10.5,43
2007,Sub-Saharan Africa,JM,18.16667,-77.25,1
2007,Sub-Saharan Africa,SG,1.36667,103.8,2
2007,Sub-Saharan Africa,TW,24,121,1
2007,Sub-Saharan Africa,US,39.76,-98.5,153
2007,Sub-Saharan Africa,VN,16.16667,107.83333,1
2008,Sub-Saharan Africa,CD,-2.5,23.5,1
2008,Sub-Saharan Africa,ES,40,-4,6
2008,Sub-Saharan Africa,MA,28.5,-10,1
2008,Sub-Saharan Africa,RW,-2,30,2
2009,Sub-Saharan Africa,AU,-25,135,31
2009,Sub-Saharan Africa,CU,22,-79.5,1
2009,Sub-Saharan Africa,DE,51.5,10.5,40
2009,Sub-Saharan Africa,GH,8.1,-1.2,6
2009,Sub-Saharan Africa,JP,35.68536,139.75309,20
2009,Sub-Saharan Africa,LU,49.75,6.16667,1
2009,Sub-Saharan Africa,PL,52,20,2
2009,Sub-Saharan Africa,RO,46,25,3
2009,Sub-Saharan Africa,ZA,-29,24,53
2021,Sub-Saharan Africa,KH,13,105,2
2021,Sub-Saharan Africa,SG,1.36667,103.8,3
2021,Sub-Saharan Africa,SI,46.08333,15,1
2021,Sub-Saharan Africa,TG,8.66667,1.08333,8
2022,Sub-Saharan Africa,AF,33,66,1
2022,Sub-Saharan Africa,GB,54.75844,-2.69531,357
2022,Sub-Saharan Africa,KZ,48,68,7
2022,Sub-Saharan Africa,MW,-13.5,34,8
2022,Sub-Saharan Africa,PT,39.6945,-8.13057,17
2022,Sub-Saharan Africa,SZ,-26.5,31.5,12
2023,Sub-Saharan Africa,AT,47.33333,13.33333,7
2023,Sub-Saharan Africa,BI,-3.5,30,1
2023,Sub-Saharan Africa,BJ,9.5,2.25,7
2023,Sub-Saharan Africa,GM,13.5,-15.5,6
2023,Sub-Saharan Africa,IR,32,53,12
2023,Sub-Saharan Africa,MU,-20.3,57.58333,2
2023,Sub-Saharan Africa,RU,60,100,20
2023,Sub-Saharan Africa,VN,16.16667,107.83333,1
2008,Sub-Saharan Africa,AT,47.33333,13.33333,5
2008,Sub-Saharan Africa,CI,8,-5.5,1
2008,Sub-Saharan Africa,FR,46,2,46
